local_authority,active,BNG_E,BNG_N,LONG,LAT,GlobalID,geometry
Barrow-in-Furness,62.15,321741,474165,-3.1999,54.1573,73c4482e-5449-45f5-9ed0-1953dd7711a0,"MULTIPOLYGON (((320895.0038999999 463915.60500000045, 321213.30009999964 462418.40020000003, 322946.79980000015 462790.40029999986, 323221.5998999998 462008.09970000014, 323317.69990000036 462780.2999000009, 323289.5007999996 461869.6001999993, 320892.3997999998 461960.3002000004, 320000.0105999997 463567.9919000007, 317158.7997000003 468686.6002999991, 316713.4963999996 472634.4991999995, 318315.9994999999 473474.59899999946, 317416.9001000002 472767.4006999992, 318671.40160000045 468913.3044000007, 318250.2001 467440.00019999966, 319999.98340000026 465842.4603000004, 320220.2034 465641.40100000054, 320033.8990000002 464144.3997000009, 320895.0038999999 463915.60500000045)), ((325265.1007000003 480912.79959999956, 324164.79729999974 478024.7962999996, 325497.19909999985 474986.59589999914, 324159.5038999999 474298.50290000066, 324329.5005999999 471632.69600000046, 323296.79839999974 469403.10419999994, 325236.30069999956 467671.6997999996, 324909.59839999955 467059.3950999994, 324942.07600000035 467013.08689999953, 323397.2999 465730.99980000034, 324785.3002000004 463816.39990000054, 323456.4001000002 465490.0999999996, 323018.09979999997 464971.09979999997, 323315.80030000024 465901.4000000004, 322023.2001 468255.40139999986, 320284.20150000043 466665.59779999964, 320000.00600000005 467115.75210000016, 318890.1019000001 468873.7957000006, 319312.29980000015 473920.1007000003, 318502.7001 473929.59979999997, 318024.80030000024 475338.60009999946, 319999.9855000004 476155.56540000066, 320653.1019000001 476425.7039000001, 320292.00100000016 477581.20329999924, 320825.0999999996 477334.8001000006, 320977.199 479728.6994000003, 321451.39719999954 479999.9912999999, 321663.0396999996 480121.0733000003, 321796.79920000024 479829.89949999936, 323931.6021999996 479229.20150000043, 325265.1007000003 480912.79959999956)))"
Basildon,64.1,571548,190848,0.475055,51.5904,c22a7984-d681-47a9-a8e4-718b43261452,"POLYGON ((577495.8003000002 194112.4952000007, 576648.0018999996 191714.40169999935, 577849.8020000001 190828.69519999996, 576315.8990000002 188925.10009999946, 576471.8201000001 184817.7675999999, 574710.0140000004 184216.16110000014, 572386.4018999999 186145.99560000002, 571137.3987999996 185975.7042999994, 570754.4981000004 186738.8958999999, 568434.2966999998 185707.8010000009, 567767.2960000001 186964.2014000006, 566020.4973999998 187022.30480000004, 565870.0003000004 188078.9023000002, 565233.4979999997 187905.90179999918, 564536.9965000004 193376.3958999999, 566289.0966999996 197421.29810000025, 569114.102 197031.89949999936, 569457.7973999996 194818.50310000032, 570308.2012 194530.79549999908, 573490.8031000001 194403.80179999955, 574152.6010999996 195010.99799999967, 574608.9982000003 194116.60400000028, 577495.8003000002 194112.4952000007))"
Basingstoke and Deane,72.79,454508,151423,-1.22021,51.2594,73945f88-1b4d-468c-86a9-ac46f3337173,"POLYGON ((470683.4000000004 163129.90389999934, 470645.10170000046 162796.49929999933, 470124.4013 160837.90000000037, 471079.6989000002 160285.79800000042, 470927.5033 157084.40440000035, 469662.9994999999 155456.7003000006, 471107.3032999998 154658.19889999926, 471382.0039999997 153382.60400000028, 470336.1014999999 149952.19600000046, 471665.2960999999 149314.5985000003, 471089.89800000004 148949.40300000086, 471637.5020000003 147912.29990000091, 470965.19969999976 143956.7020999994, 465013.5022999998 143580, 464826.2982000001 140985.70260000043, 462683.4974999996 140814.3015999999, 460829.29870000016 138620.3995999992, 457869.99789999984 137465.00039999932, 457146.09800000023 138654.79979999922, 455111.7034 139482.40289999917, 455036.4012000002 140232.79810000025, 457043.00179999974 140842.20370000042, 456591.79899999965 143142.89509999938, 455555.40309999976 142684.79619999975, 454030.50380000006 143765.89680000022, 448392.90199999977 144173.80000000075, 446158.90270000044 143023.3992999997, 446116.69629999995 145343.3951999992, 444927.40390000027 146064.49880000018, 444190.30370000005 144988.8967000004, 443144.4012000002 146369.5014999993, 440032.5007999996 147471.59600000083, 439981.1010999996 148514.1975999996, 437783.8004999999 150849.5990999993, 440772.2971000001 153931.5968999993, 439928.39859999996 155851.39729999937, 440619.4007000001 158758.1952999998, 439824.50260000024 159869.9969999995, 438804.7039999999 161908.40350000001, 439894.3959999997 162112.69510000013, 441089.5011 163919.69779999927, 445378.40050000045 163316.70040000044, 452222.29590000026 163930.70470000058, 457408.70320000034 162349.39729999937, 460075.99700000044 162365.2028000001, 461659.0981999999 162748.3030999992, 461663.8968000002 164277.5954, 463657.70100000035 165380.99950000085, 466241.99990000017 162547.70050000027, 470683.4000000004 163129.90389999934))"
Bassetlaw,67.01,468073,384835,-0.9787,53.356,b453d963-bf57-41cd-bc7e-8dddd1e6a7b2,"POLYGON ((479948.59779999964 396038.3046000004, 478445.59729999956 394420.09779999964, 478631.90270000044 392890.9955000002, 480612.0036000004 391620.2993000001, 481410.1997999996 389592.2997999992, 480546.4966000002 388346.7962999996, 481573.3036000002 387463.49909999967, 480542.59669999965 385864.9967, 481650.40309999976 385981.9032000005, 482725.0974000003 384821.49540000036, 482247.7001 382172.6035999991, 483359.2002999997 381536.5956999995, 483585.60140000004 379327.7979000006, 483351.30150000006 378129.60089999996, 482504.59970000014 378764.19930000044, 481559.6991999997 377013.90029999986, 482504.09669999965 375793.2996999994, 481699.9972000001 372905.09640000015, 481576.2965000002 367282.4958999995, 481098.0005000001 368183.1980000008, 478814.3989000004 367787.30140000023, 477563.7962999996 369721.8976000007, 476372.5992999999 368955.6969000008, 473921.49930000026 370192.90279999934, 470287.1010999996 369075.3026999999, 470378.5965999998 370379.69930000044, 469009.49590000045 371417.2022999991, 466373.6983000003 371489.40169999935, 464960.00009999983 374220.19999999925, 459948.39639999997 371325.5985000003, 458594.30179999955 370089.1024999991, 452886.8973000003 369249.60280000046, 453360.6997999996 371241.7026000004, 452609.6984000001 372581.49899999984, 453298.59800000023 374096.29539999925, 455145.30200000014 374556.20380000025, 454682.1026999997 375092.40029999986, 455676.20150000043 375952.10419999994, 454755.3024000004 376996.0954, 454964.9001000002 379000.9014999997, 453416.70019999985 379685.1955999993, 457442.4996999996 383063.69859999977, 457282.9001000002 383658.69820000045, 456231.0033999998 383448.29849999957, 455831.39829999954 384764.8015999999, 457434.8978000004 384679.69600000046, 456918.6991999997 386134.79949999973, 457940.89719999954 386873.6980000008, 457650.5968000004 388479.0984000005, 458906.1958999997 389290.49620000087, 458861.4994999999 390420.80260000005, 461200.2028000001 392622.1024999991, 464482.3967000004 393122.99909999967, 464520.00239999965 392479.9032000005, 465592.70139999967 392617.00400000066, 466817.1012000004 393817.00049999915, 467405.99650000036 397691.6013999991, 469557.00100000016 399141.3964000009, 470701.1020999998 401171.59520000033, 473075.6962000001 398163.09640000015, 471779.3995000003 397069.6994000003, 472053.5971999997 396493.9042000007, 474986.2006000001 397208.69959999993, 479948.59779999964 396038.3046000004))"
Bath and North East Somerset,77.31,366217,161999,-2.48654,51.356,9487c07e-127a-4295-be92-7f15a4ba8b1a,"POLYGON ((379613.8968000002 170018.90190000087, 380725.9989 168577.70450000092, 379864.70330000017 167449.99730000086, 380490.5033999998 166503.9980999995, 379447.6020999998 166247.80140000023, 379765.5976999998 163430.89770000055, 376113.5963000003 160776.8973999992, 379450.49619999994 160439.60400000028, 379131.50299999956 159391.1041000001, 379952.60390000045 158503.59809999913, 373099.8037999999 155128.90410000086, 372148.2001 156263.59930000082, 368585.69880000036 152886.79590000026, 367048.90189999994 153311.90430000052, 366751.7993000001 152769.99939999916, 364778.4017000003 153438.7979000006, 365424.5011999998 154752.30189999938, 361208.6035000002 156097.19700000063, 356332.90309999976 153935.49579999968, 355563.00409999955 155271.40340000018, 351670.4035 157895.00239999965, 352219.5987999998 159253.80340000056, 350784.7026000004 160095.50249999948, 352008.40160000045 161387.90249999985, 351783.19600000046 164763.19639999978, 352771.3005999997 162559.2971999999, 353534.4963999996 162625.59820000082, 352973.2962999996 160538.1956999991, 354196.0965999998 160475.7036000006, 355243.5987 164206.29580000043, 356244.6974999998 164206.39570000023, 356469.6969999997 165530.2968000006, 357361.5981999999 164827.09809999913, 356767.5003000004 165780.79509999976, 358129.8976999996 165704.29700000025, 359041.1007000003 166666.80150000006, 360390.80069999956 166858.99640000053, 361088.59669999965 168227.40469999984, 362817.60250000004 168149.4969999995, 363512.2982999999 170773.69590000063, 364607.9020999996 170099.19889999926, 365911.3968000002 170118.40340000018, 365833.00270000007 168908.59970000014, 366653.9963999996 169284.20219999924, 367449.80150000006 168647.70439999923, 376235.59839999955 171227.1961000003, 377503.59810000006 170938.59869999997, 378359.5014000004 169317.3027999997, 379613.8968000002 170018.90190000087))"
Bedford,67.58,505721,256463,-0.45463,52.1963,a5e84897-dc45-4a43-a123-8ad65dba4ba7,"POLYGON ((519753.30399999954 255455.79590000026, 517047.2997000003 256120.59559999965, 515957.4014999997 253272.30089999922, 514887.2008999996 253606.89509999938, 513257.10280000046 251030.5025999993, 512245.7966 250806.79670000076, 513431.0982999997 247694.39760000072, 510988.90299999993 245136.69969999976, 510785.49729999993 243141.5008000005, 509554.7982999999 242407.60089999996, 507008.79760000017 241701.40300000086, 504819.9977000002 244395.90179999918, 502920.3026999999 242971.7993999999, 502362.3016999997 240621.30220000073, 500077.6035000002 243588.30289999954, 496738.6010999996 245288.29629999958, 497131.0990000004 246080.29959999956, 496530.3968000002 246752.0973000005, 495423.7034999998 249309.49530000053, 493482.19770000037 249871.8043000009, 493089.3041000003 251368.4958999995, 493776.4968999997 251620.80370000005, 493941.1013000002 254585.70500000007, 491131.7039999999 256034.00039999932, 493169.7017000001 259663.7014000006, 491970.20189999975 264199.8029999994, 495381.20019999985 265434.0996000003, 498005.00129999965 262666.6018000003, 499618.3041000003 262988.59970000014, 500321.89639999997 264597.1992000006, 499542.69689999986 266755.6013999991, 501390.2997000003 269547.5022, 500989.5979000004 269872.5990999993, 504689.3959999997 270534.99950000085, 506705.00009999983 269634.29729999974, 506770.10309999995 267653.50430000015, 507752.7000000002 266371.9012000002, 510953.1029000003 265944.40359999985, 511163.8962000003 265173.60419999994, 510476.20040000044 264894.0042000003, 511114.79679999966 260665.70460000075, 513399.19820000045 260455.9046, 513202.8008000003 261700.69830000028, 513761.4036999997 261825.6026000008, 516637.8004999999 261629.29880000092, 517164.8990000002 261281.29839999974, 516506.2999999998 258284.5962000005, 518860.8997999998 258271.49990000017, 520357.09810000006 256118.29629999958, 519753.30399999954 255455.79590000026))"
Bexley,63.66,549202,175434,0.146212,51.4582,0eb72f8e-4736-4167-aa29-f21035001e0b,"POLYGON ((550197.5948999999 180624.58190000057, 550675.1495000003 180003.95040000044, 550677.2770999996 179999.97509999946, 551720.7993000001 178050.20299999975, 554087.8991999999 178055.50070000067, 554339.9230000004 177877.24980000034, 553184.3965999996 175118.40220000036, 551102.1971000005 173822.70309999958, 550557.8994000005 172175.0047999993, 549962.8038999997 172412.49679999985, 549830.7015000004 169941.5041000005, 549549.0593999997 169902.14790000021, 546620.2418999998 170466.4854000006, 544362.7729000002 172374.31670000032, 545165.6732000001 173654.43090000004, 544736.4522000002 176241.58159999922, 545814.8954999996 177252.93040000089, 547612.1013000002 177460.20240000077, 547118.2949999999 181281.17239999957, 547226.2021000003 181299.30299999937, 550197.5948999999 180624.58190000057))"
Birmingham,58.11,408150,287352,-1.88141,52.484,bb9e62c2-d5e9-4ace-bac3-e2e267862077,"POLYGON ((414453.9961000001 298914.69590000063, 416122.4007000001 297041.8019999992, 415400.49619999994 296333.0048999991, 416639.8030000003 295308.5982000008, 417117.70330000017 292645.00060000084, 418491.39639999997 291886.8976000007, 416801.1012000004 291508.2960000001, 416823.7008999996 290591.0985000003, 413709.7969000004 289616.6974999998, 416675.3969999999 289090.3980999999, 416433.89910000004 283798.20299999975, 415106.19689999986 283598.60009999946, 413664.90249999985 284500.2019999996, 411342.7965000002 279948.8048999999, 410674.4024 279148.60390000045, 409167.6009999998 279233.79949999973, 409025.90139999986 278531.9003999997, 408077.7028999999 277982.4977000002, 405969.00370000023 278830.6049000006, 404566.8980999999 276579.09940000065, 403252.99820000026 277260.40440000035, 400199.39859999996 275898.8041999992, 397807.69600000046 278256.3992999997, 401046.19930000044 279857.40100000054, 398941.4001000002 281632.4028999992, 399196.7991000004 284914.60339999944, 401598.1979 285468.10500000045, 402540.99590000045 287117.0030000005, 403439.40249999985 287257.8026999999, 404296.6991999997 288946.79920000024, 402606.4040000001 289665.60349999927, 402675.90160000045 292281.70460000075, 404883.2034 292604.10229999945, 404630.0965 294218.30030000024, 405646.5970999999 294385.50239999965, 408316.99930000026 296850.6966999993, 408730.9013 298576.70270000026, 409988.0011 300467.9013, 411735.3026999999 301227.8037999999, 413878.2023 300165.59789999947, 414453.9961000001 298914.69590000063))"
Blaby,65.83,454385,297994,-1.19887,52.5771,fd926a89-e162-4005-80f3-801f65edad82,"POLYGON ((455201.0963000003 307300.69549999945, 454863.4034000002 305044.1013999991, 453737.69689999986 305275.6951000001, 453156.7993999999 304373.30340000056, 456596.6966000004 302025.39550000057, 456035.60369999986 299776.6992000006, 457144.8035000004 299555.40249999985, 456948.8019000003 298630.6972000003, 457726.3030000003 298472.2026000004, 458115.29669999983 299255.6983000003, 459060.2960999999 296399.19600000046, 459497.49870000035 297146.0022, 461386.79679999966 296795.5024999995, 462273.60259999987 295808.3950999994, 463863.4977000002 296090.40440000035, 462773.69849999994 293844.1973000001, 459688.19880000036 294508.7971000001, 455436.8968000002 292491.20460000075, 454225.4994999999 292471.1004000008, 452176.99760000035 295556.99709999934, 447218.8959999997 288611.4952000007, 445911.40249999985 289449.7951999996, 446380.1012000004 291019.89580000006, 445216.2037000004 293001.19859999977, 445185.69689999986 296023.2036000006, 445935.5027999999 296875.69959999993, 447412.30040000007 296177.1995000001, 449380.29760000017 296706.4979999997, 449570.1978000002 297690.0965, 447746.29959999956 298230.50180000067, 447633.301 298903.1992000006, 449228.10199999996 300599.9035, 449218.19969999976 302289.19999999925, 450373.5965999998 302310.2039999999, 450057.8025000002 303637.30409999937, 451480.99899999984 304253.39770000055, 450052.7977 304622.3021000009, 452051.9035 305052.69889999926, 454223.0011999998 307707.79890000075, 455201.0963000003 307300.69549999945))"
Blackburn with Darwen,53.75,369490,422806,-2.4636,53.7008,4ebc4b52-4c2c-41aa-8283-0c2f21ce7298,"POLYGON ((372966.4977000002 423266.50060000084, 373792.4961000001 421751.20439999923, 375369.8010999998 421263.6040000003, 375568.5976999998 419017.99679999985, 376122.8967000004 417715.6995000001, 375608.00090000033 415062.8989000004, 375025.3965999996 414992.0991999991, 372205.9979999997 414225.2985999994, 371095.00069999974 416703.09940000065, 369689.69600000046 413818.90499999933, 368397.90110000037 413492.89829999954, 366280.6023000004 414615.6969000008, 364921.8986999998 418843.2968000006, 366064.6972000003 421812.9967, 364461.19770000037 422995.6981000006, 363060.7988 427981.20109999925, 363748.50289999973 429031.4003999997, 369402.99870000035 431708.6041000001, 370677.3965999996 430117.79949999973, 370310.10390000045 428992.4015999995, 371077.4963999996 428204.69710000046, 371465.6986999996 424838.10080000013, 372966.4977000002 423266.50060000084))"
Blackpool,59.12,332819,436635,-3.02199,53.8216,5fa9398b-e000-4cab-b78a-a03e4ddce626,"POLYGON ((333572.79949999973 437130.7020999994, 334590.80069999956 436258.9015999995, 335319.59810000006 433501.9008000009, 333963.4009999996 433247.0036999993, 334425.19859999977 431366.8018999994, 332292.80319999997 431242.7973999996, 332040.2982000001 432108.2996999994, 330450.2706000004 431655.5429999996, 331017.1944000004 440000.03079999983, 331189.74349999987 442538.6498000007, 333041.8010999998 441857.1991000008, 333572.79949999973 437130.7020999994))"
Bolsover,62.19,448666,371548,-1.27228,53.2388,2ff20e14-855b-4943-b348-35f3ba273449,"POLYGON ((452886.8973000003 369249.60280000046, 453761.7971999999 365601.2971000001, 450861.59700000007 364883.5025999993, 449576.0022999998 363293.39770000055, 447159.39969999995 364019.49990000017, 446849.5007999996 363236.50400000066, 445331.50260000024 363013.59779999964, 445476.3024000004 359488.9967, 446923.2034 356320.90359999985, 446350.89719999954 355728.0033, 446786.59920000006 354779.0050000008, 444868.4023000002 353958.0998999998, 442909.30150000006 354987.59520000033, 442027.89630000014 356921.70160000026, 441721.09750000015 360061.30289999954, 443369.79640000034 362595.7973999996, 441655.4008999998 364246.6049000006, 443079.6032999996 365566.3970999997, 445637.30370000005 365639.99599999934, 446133.30179999955 368996.69519999996, 445533.59729999956 371608.9974000007, 444710.40220000036 373564.6975999996, 446701.8976999996 374324.60009999946, 445655.6984000001 376291.09720000066, 445145.6012000004 377782.90020000003, 446040.19859999977 378107.29729999974, 445280.6964999996 379337.09530000016, 447937.70050000027 379406.99530000053, 450488.40079999994 378555.0990999993, 451358.4031999996 379342.1038000006, 453192.6984000001 378879.6962000001, 453416.70019999985 379685.1955999993, 454964.9001000002 379000.9014999997, 454755.3024000004 376996.0954, 455676.20150000043 375952.10419999994, 454682.1026999997 375092.40029999986, 455145.30200000014 374556.20380000025, 453298.59800000023 374096.29539999925, 452609.6984000001 372581.49899999984, 453360.6997999996 371241.7026000004, 452886.8973000003 369249.60280000046))"
Bolton,59.65,368352,409873,-2.47952,53.5845,41a7fc56-18ec-462d-9566-4fd0444dc3c9,"POLYGON ((375025.3965999996 414992.0991999991, 374998.99590000045 413815.9957999997, 376080.89630000014 412698.6955999993, 375140.20079999976 410768.89800000004, 375330.3979000002 408311.4014999997, 376513.90220000036 407173.69710000046, 376314.3964999998 406314.70299999975, 375347.00349999964 406428.4004999995, 377469.9006000003 405524.0993000008, 377681.1967000002 404158.1004000008, 376654.49700000044 404323.6030000001, 376603.6991999997 403343.0036999993, 371128.3025000002 405155.0050000008, 370194.30200000014 403642.2980000004, 366573.30200000014 404822.3002000004, 364710.89940000046 403058.2951999996, 362355.7966 405840.2988000009, 363028.70079999976 407323.2042999994, 361851.8008000003 409538.8001000006, 358669.99870000035 410970.30040000007, 360670.2999999998 412859.19969999976, 362419.8030000003 411151.69849999994, 366280.6023000004 414615.6969000008, 368397.90110000037 413492.89829999954, 369689.69600000046 413818.90499999933, 371095.00069999974 416703.09940000065, 372205.9979999997 414225.2985999994, 375025.3965999996 414992.0991999991))"
Boston,59.5,526851,343953,-0.11218,52.9779,0b11a44b-3b5a-41c8-a086-2198d10cb10c,"POLYGON ((547594.5009000003 350633.2128999997, 544447.6003 347805.5998999998, 540149.7335000001 339999.97729999945, 540000.0011999998 339728.03920000046, 539829.4011000004 339418.2017999999, 537337.6035000002 339205.10280000046, 539792.1004999997 339200.0044, 537639.9003999997 337320.90220000036, 536452.8348000003 335371.23670000024, 532005.8027999997 331903.7028999999, 529025.9965000004 331388.80030000024, 526699.6031 333312.2996999994, 525072.9019999998 333551.3013000004, 524057.8030000003 336551.1026000008, 517952.79700000025 338261.10309999995, 521582.09979999997 345872.40440000035, 519137.2001 349549.80179999955, 519965.59779999964 354015.9034000002, 520959.49870000035 353997.9985000007, 526506.3965999996 347583.50459999964, 533836.8000999996 346721.40139999986, 537253.6028000005 350039.70160000026, 536523.7994999997 354408.0011999998, 539952.4999000002 354745.80450000055, 543224.9977000002 356517.2973999996, 544168.2986000003 353282.9032000005, 547129.0999999996 351179.1953999996, 547594.5009000003 350633.2128999997))"
"Bournemouth, Christchurch and Poole",67.26,410815,94066,-1.84807,50.7461,57e99bce-82a3-457a-a26e-2b4d75fa98ed,"POLYGON ((413916.40160000045 99619.60349999927, 415223.9034000002 96152.29600000009, 417803.0987 97799.80440000072, 418506.5014000004 95998.10009999946, 418145.2028000001 94238.10390000045, 422541.99710000027 94743.69920000061, 421838.6520999996 93121.28270000033, 421791.80370000005 93128.40159999952, 420000.0061999997 92833.46780000068, 419532.4003999997 92756.4989, 419335.16899999976 92569.79250000045, 419222.2829999998 92546.55900000036, 419110.28309999965 92356.90740000084, 418286.3004999999 91576.89570000023, 417240.1001000004 92313.9001000002, 416881.233 91763.28030000068, 416731.0016999999 91550.30330000073, 416432.1190999998 91760.28390000015, 416796.5993999997 91025.30360000022, 418027.70239999983 90680.80220000073, 418259.49980000034 91355.59889999963, 418370.49990000017 91356.19899999909, 417881.66980000027 90276.47320000082, 417829.2589999996 90187.72499999963, 412930.16500000004 91231.21399999969, 412900.8141999999 91226.2296999991, 412734.6041000001 91261.29600000009, 411620.7845999999 91008.85909999907, 408196.01300000027 90427.27500000037, 407855.4950000001 90155.49080000073, 407093.1021999996 89982.70150000043, 403782.99990000017 87004.80030000024, 404792.4994999999 88774.59779999964, 403457.59109999985 89422.88220000081, 403770.2026000004 89915.3013000004, 403035.0976999998 90664.39680000022, 400669.20210000034 90320.79519999959, 401219.7991000004 91112.39860000089, 400380.89719999954 93098.49939999916, 400000 92674.67750000022, 399291.19990000036 91886, 400000 91053.71759999916, 401044.7999999998 89826.89980000071, 400000 90150.28769999929, 397319.70380000025 90979.89650000073, 398337.34300000034 92194.37810000032, 399141.20270000026 93050.20399999991, 399438.7999 98113.80450000055, 400157.0025000004 98729.69820000045, 399681.79839999974 99040.89910000004, 403060.2039000001 98861.50049999915, 404383.6021999996 99907.80100000091, 404831.30069999956 97828.99609999917, 405770.3967000004 98273.99870000035, 406108.0979000004 97089.89760000072, 407586.2971999999 97839.60300000012, 409025.8024000004 95985.4037999995, 409636.5965999998 100794.79710000008, 411000.5027999999 101129.50129999965, 411804.89919999987 100067.69519999996, 413916.40160000045 99619.60349999927))"
Bracknell Forest,69.6,488169,168792,-0.73363,51.4113,bc131bf9-1c7e-4db3-8a71-8dba2f72ee79,"POLYGON ((492812.7977 165900.30089999922, 488139.29920000024 163641.4974000007, 485406.9024 159918.60309999995, 481058.9024 162174.09750000015, 482683.30319999997 164140.90450000018, 484402.20050000027 164328.3007999994, 483458.50380000006 168044.89699999988, 484079.1013000002 168449.80110000074, 483497.6019000001 172036.8043000009, 484659.8998999996 175115.90289999917, 485922.59800000023 174139.50239999965, 488715.49700000044 173788.8027999997, 489396.2999999998 175024.8990000002, 491171.50289999973 175035.89580000006, 492309.6015999997 174042.9001000002, 493413.1041000001 174468.49819999933, 493084.9012000002 172551.89690000005, 495273.50320000015 172355.70299999975, 495278.4996999996 169270.09630000032, 492118.20079999976 171117.49750000052, 490749.2980000004 168793.3027999997, 492812.7977 165900.30089999922))"
Bradford,58.94,408395,438626,-1.87389,53.8438,649fe3c1-771a-4ef9-bf53-0e8dfd3938a9,"POLYGON ((408046.0005999999 450914.0965999998, 409281.5971999997 448511.20439999923, 410852.8008000003 448376.9028999992, 410096.20100000035 449415.7954999991, 412893.1978000002 449227.8992999997, 414810.3970999997 447282.59610000066, 416803.2037000004 447457.8958999999, 418017.7012 446037.5024999995, 417706.2028000001 444450.3968000002, 418692.9963999996 444044.6030000001, 418145.49959999975 443311.2028999999, 416113.1991999997 443194.3962999992, 414064.2026000004 444544.59979999997, 413216.00019999966 443325.39880000055, 415847.8979000002 440846.19849999994, 418821.00100000016 441150.40139999986, 420153.1967000002 440187.19710000046, 419074.89940000046 431897.2000999991, 421031.8975999998 432277.7011999991, 421564.7017000001 431566.90469999984, 423794.00129999965 431541.9017999992, 423196.8032999998 430260.9985000007, 421089.5965999998 428946.1049000006, 418923.60250000004 429603.29670000076, 417655.5038999999 427869.4031000007, 416767.89829999954 427854.5973000005, 416860.10280000046 426483.69969999976, 415870.00289999973 426497.5956999995, 415267.6023000004 425561.8036000002, 412664.39740000013 429796.30150000006, 411447.0965 429721.1030000001, 409629.80260000005 428000.89540000074, 408494.4000000004 428736.7048000004, 408440.29590000026 431378.9985000007, 404830.09700000007 432362.6969000008, 401359.5033999998 432224.29649999924, 400969.50380000006 433314.30450000055, 396065.9020999996 436596.5050000008, 397009.20299999975 437026.9017999992, 397063.0020000003 439322.3047000002, 398667.59810000006 441702.10349999927, 401257.8005999997 441404.2986999992, 401450.1001000004 444994.8010000009, 403214.3041000003 445262.8043000009, 401616.8976999996 447808.1956999991, 402522.0981999999 448585.90300000086, 402317.0022999998 450605.3049999997, 407069.00210000016 451022.29560000077, 407732.6964999996 451902.8036000002, 408046.0005999999 450914.0965999998))"
Braintree,66.78,577253,227335,0.575911,51.9163,d38e8719-b192-4e84-bb87-c5afff273fd5,"POLYGON ((591174.1009999998 233434.1995000001, 590028.5981999999 232032.80069999956, 589027.4003999997 232035.9997000005, 587633.0038999999 226544.1018000003, 585806.3024000004 226209.29759999923, 587507.0028999997 223527.69519999996, 587100.9995999997 222672.89990000054, 588489.6988000004 222772.40139999986, 589648.8965999996 221864.40130000003, 589511.1958999997 220797.9966000002, 588348.2960000001 220181.90289999917, 588966.7002999997 219226.8962999992, 586943.2962999996 218578.20199999958, 587610.6020999998 218124.90169999935, 586801.5966999996 216833.0014999993, 585957.4013999999 217939.90469999984, 584753.0040999996 215837.69639999978, 583468.102 215237.49829999916, 582960.5031000003 212904.19620000012, 581765.9999000002 211885.19779999927, 582801.9011000004 210295.8027999997, 580803.8011999996 210340.99990000017, 579478.5972999996 208941.00060000084, 579090.4033000004 209487.50420000032, 577636.7001 209041.00200000033, 574104.3015999999 214654.09530000016, 574791.7994999997 215511.89970000088, 573611.1974 219871.80169999972, 573161.1984999999 221409.10170000046, 569919.9989999998 222885.6989999991, 567395.4024999999 227937.50290000066, 566590.7011000002 228078.30260000005, 567083.7969000004 231158.0011, 565812.4992000004 233034.9037999995, 566570.0965999998 233300.09789999947, 566747.9013999999 234813.50469999947, 565756.1030000001 237554.99990000017, 567388.4024999999 237872.79900000058, 566859.0036000004 240625.40100000054, 564323.1031 239751.70109999925, 564008.7024999997 240256.29670000076, 563269.4996999996 241689.8962999992, 564926.6003999999 243518.90279999934, 567206.6978000002 244355.30340000056, 568273.8973000003 243925.29649999924, 569128.9018999999 245101.89970000088, 571622.1012000004 242448.09930000082, 572241.7999999998 243135.10270000063, 574389.1025 242979.0973000005, 574978.2038000003 244230.09919999912, 577050.5010000002 245087.4037999995, 582134.4963999996 246338.49569999985, 583998.5975000001 246577.09740000032, 585971.8962000003 245010.6958000008, 585388.0964000002 244212.90410000086, 586353.8980999999 242402.1024999991, 585198.7981000002 242331.30269999988, 585038.4976000004 241308.09559999965, 586314.7011000002 240021.30399999954, 588098.0996000003 240520.6009999998, 588039.5018999996 238235.3951999992, 589647.6021999996 236824.6989999991, 589596.7960999999 235480.50379999913, 590636.3004000001 235204.1029000003, 590525.0004000003 233845.0019000005, 591174.1009999998 233434.1995000001))"
